"","genes","estimate","p","p.adj"
"3440","DRD1",-1.02691729358641,0.189,0.797609970674487
"3441","DRD2",-0.424969804108495,0.409,0.850128502976623
"3442","DRD4",-1.05874641630045,0.0592,0.771108280254777
"3443","DRG1",0.719979771334209,0.291,0.827964478333643
"3444","DRG2",0.418318867014142,0.611,0.913373538011696
"3445","DRICH1",-1.34055604844744,0.182,0.797609970674487
"3446","DROSHA",1.76727498732235,0.149,0.79117538688283
"3447","DSC1",0.253504393625694,0.795,0.953295407010792
"3448","DSC2",0.0763396950268685,0.929,0.984427788881487
"3449","DSC3",0.604820991568412,0.567,0.900186018437226
"3450","DSCC1",-0.755411592083479,0.222,0.799799752781211
"3451","DSCR3",-0.884611018386055,0.118,0.78961743772242
"3452","DSE",-1.53445472854397,0.0473,0.767252306273063
"3453","DSEL",-1.23830796053269,0.0121,0.730920038535645
"3454","DSG1",-0.1368426122661,0.877,0.973575416828228
"3455","DSG2",0.448753185658462,0.408,0.850024741667879
"3456","DSG3",-0.0815237853143176,0.861,0.970183800377834
"3457","DSN1",-0.0469150865046633,0.946,0.988899518037097
"3458","DSP",-0.337497444413116,0.327,0.829708429051069
"3459","DST",0.612091586358855,0.37,0.839007405073263
"3460","DSTN",0.721425219545738,0.127,0.79117538688283
"3461","DSTYK",-0.986884206503142,0.247,0.812828735632184
"3462","DTD1",0.95019386070509,0.0442,0.767252306273063
"3463","DTD2",-0.296758695935495,0.57,0.900186018437226
"3464","DTL",-0.413178603432357,0.557,0.898012726658408
"3465","DTNA",0.630817338109452,0.282,0.826933047560727
"3466","DTNB",0.194582698697055,0.749,0.94574711122872
"3467","DTNBP1",-0.11347552769687,0.936,0.985716177444273
"3468","DTWD1",-1.24443465496275,0.0172,0.730920038535645
"3469","DTWD2",0.098316257047846,0.841,0.964579360628155
"3470","DTX2",-0.551563268090828,0.167,0.794227212681638
"3471","DTX3",0.430618697517839,0.406,0.84992049598833
"3472","DTX3L",-0.528979239528797,0.188,0.797609970674487
"3473","DTX4",-0.731352234302763,0.239,0.807236842105263
"3474","DTYMK",0.22881798878604,0.602,0.910473322768093
"3475","DUOX1",-0.139151986293502,0.578,0.902297709923664
"3476","DUOXA1",-0.491641646864112,0.336,0.83278313253012
"3477","DUS1L",0.105191311486987,0.929,0.984427788881487
"3478","DUS2",0.742443795245988,0.138,0.79117538688283
"3479","DUS3L",0.165011833919994,0.786,0.952801756905144
"3480","DUS4L",-0.569930639406514,0.499,0.878836737204724
"3481","DUSP1",0.341385530387417,0.572,0.900186018437226
"3482","DUSP10",-0.0652869003663921,0.917,0.981825882528547
"3483","DUSP11",-1.52289546768315,0.155,0.794227212681638
"3484","DUSP12",0.159103205408909,0.758,0.948162355819643
"3485","DUSP14",1.39659466792832,0.182,0.797609970674487
"3486","DUSP15",0.243205015483452,0.492,0.877873392680514
"3487","DUSP16",-1.60702437595727,0.0773,0.783916666666667
"3488","DUSP18",0.835567170635347,0.305,0.827964478333643
"3489","DUSP19",0.741133460943396,0.183,0.797609970674487
"3490","DUSP2",-0.0261144830022468,0.967,0.994511459156549
"3491","DUSP22",0.230424751896436,0.738,0.943424718699768
"3492","DUSP23",0.191107679158889,0.768,0.94959556620731
"3493","DUSP26",0.3621816466673,0.467,0.871932307290987
"3494","DUSP28",0.51101891728579,0.522,0.887370510845087
"3495","DUSP3",-0.123138907925673,0.816,0.958326359832636
"3496","DUSP4",0.999590277577341,0.0965,0.78961743772242
"3497","DUSP5",0.0440284743535054,0.901,0.979230244198392
"3498","DUSP6",0.802639561898806,0.186,0.797609970674487
"3499","DUSP7",0.243465209352511,0.559,0.89941384736428
"3500","DUSP8",-0.663149523763517,0.29,0.827964478333643
"3501","DUSP9",0.738867190997276,0.175,0.796283185840708
"3502","DUT",0.051887184491834,0.921,0.982349675881082
"3503","DVL1",-0.408161289520085,0.553,0.897629549835582
"3504","DVL2",-0.227928649969317,0.603,0.910830959164292
"3505","DVL3",-0.721036835900091,0.158,0.794227212681638
"3506","DXO",0.539170603526003,0.496,0.877873392680514
"3507","DYDC2",-1.07101886942049,0.281,0.825639367816092
"3508","DYM",0.668433205029632,0.503,0.878960571289062
"3509","DYNC1H1",0.299966264455164,0.403,0.848873602118894
"3510","DYNC1I1",1.27472790645158,0.0148,0.730920038535645
"3511","DYNC1I2",0.150553202321067,0.803,0.954967599900308
"3512","DYNC1LI1",-0.205878869657465,0.809,0.956856564488144
"3513","DYNC1LI2",0.428880208710312,0.279,0.825639367816092
"3514","DYNC2H1",-0.697443848737735,0.0743,0.782787103746398
"3515","DYNC2LI1",-0.149367588769692,0.832,0.962954508791741
"3516","DYNLL1",0.882753858395171,0.0472,0.767252306273063
"3517","DYNLL2",-0.0197760358136316,0.917,0.981825882528547
"3518","DYNLRB1",0.796538108310821,0.13,0.79117538688283
"3519","DYNLT1",0.63812366538346,0.373,0.839446168166305
"3520","DYNLT3",0.0878373295753595,0.82,0.960031078760121
"3521","DYRK1A",-0.968224721683305,0.0275,0.735817757009346
"3522","DYRK1B",0.20619123983918,0.774,0.94959556620731
"3523","DYRK2",-1.34192008771969,0.015,0.730920038535645
"3524","DYRK3",-0.203410241159262,0.397,0.845441088961619
"3525","DYRK4",-0.223903388412289,0.685,0.932462438189426
"3526","DYSF",-0.302905026871002,0.372,0.839007405073263
"3527","DZANK1",-0.417526212844599,0.636,0.918053846929515
"3528","DZIP1",-0.30749781486935,0.451,0.866182061579652
"3529","DZIP1L",0.0416839803048441,0.914,0.98124418779061
"3530","DZIP3",0.00294135595249972,0.997,0.998464740450539
"3531","E2F1",1.03780121882894,0.138,0.79117538688283
"3532","E2F2",-0.666735418186955,0.107,0.78961743772242
"3533","E2F3",-0.759007700408381,0.404,0.848981209630065
"3534","E2F4",-0.820691413901832,0.259,0.820705622932745
"3535","E2F5",-1.67739310160265,0.0087,0.730920038535645
"3536","E2F6",0.281545103915021,0.674,0.929330572144096
"3537","E2F7",-0.353109410785662,0.691,0.93458664021164
"3538","E2F8",-0.687337655208776,0.257,0.820705622932745
"3539","E4F1",0.267656168049583,0.668,0.927528813559322
"3540","EAF1",-0.491526759094016,0.298,0.827964478333643
"3541","EAF2",-0.986536028495671,0.212,0.799799752781211
"3542","EAPP",0.637073130245552,0.446,0.863469028942386
"3543","EARS2",0.781692464984944,0.294,0.827964478333643
"3544","EBAG9",-0.719934134898275,0.347,0.835121889710827
"3545","EBF3",-0.429655275738715,0.451,0.866182061579652
"3546","EBF4",0.557029117643961,0.319,0.828913595933926
"3547","EBLN2",-0.996612719387902,0.121,0.78961743772242
"3548","EBNA1BP2",-0.220258766538562,0.848,0.96710643722116
"3549","EBP",0.916305955254666,0.0634,0.778535087719298
"3550","EBPL",-0.219079152745091,0.673,0.928846413420748
"3551","ECD",-0.538225121607776,0.36,0.838849452120057
"3552","ECE1",0.276621216297577,0.46,0.869347253326307
"3553","ECE2",-0.811172313028394,0.21,0.799799752781211
"3554","ECEL1",0.840970004393502,0.18,0.797609970674487
"3555","ECH1",0.553033585276577,0.224,0.799799752781211
"3556","ECHDC1",-0.840849703762071,0.136,0.79117538688283
"3557","ECHDC2",-0.708321380279722,0.427,0.857534371492705
"3558","ECHDC3",0.141270442106294,0.713,0.938880651323569
"3559","ECHS1",0.630745607179505,0.303,0.827964478333643
"3560","ECI1",0.492732029529449,0.379,0.839842879256966
"3561","ECI2",0.90564278249517,0.227,0.799955882352941
"3562","ECM1",-0.165667887291701,0.818,0.958865869636423
"3563","ECM2",-0.0399213517249161,0.951,0.989645609188718
"3564","ECSIT",-0.963818479014651,0.167,0.794227212681638
"3565","ECT2",-1.70981132918419,0.0619,0.778425131348511
"3566","ECT2L",0.178755209034178,0.847,0.966813252531696
"3567","EDA",-0.550122652195908,0.0709,0.782714340490798
"3568","EDAR",-0.0139530576008262,0.976,0.99646530204693
"3569","EDARADD",-0.674109757076741,0.257,0.820705622932745
"3570","EDC3",-0.699639259241353,0.303,0.827964478333643
"3571","EDC4",-0.16237293681658,0.711,0.938880651323569
"3572","EDEM1",-0.234531714865436,0.549,0.896524640657084
"3573","EDEM2",0.519490681773231,0.423,0.855381409803645
"3574","EDEM3",-1.92781728451798,0.232,0.802193236714976
"3575","EDF1",1.20139774026257,0.135,0.79117538688283
"3576","EDIL3",0.0919469052807813,0.942,0.987385955920041
"3577","EDN1",-0.605003597265029,0.455,0.868096094895375
"3578","EDN2",0.888029091677149,0.432,0.858542274052478
"3579","EDNRA",0.432471242314029,0.709,0.938623416258208
"3580","EDRF1",-1.35292062468081,0.0832,0.78961743772242
"3581","EEA1",0.0379588708221257,0.961,0.992977840334921
"3582","EED",0.071042032074681,0.879,0.974435452644622
"3583","EEF1A1",-1.12809690296301,0.109,0.78961743772242
"3584","EEF1A2",1.23559593225799,0.0712,0.782714340490798
"3585","EEF1AKMT1",-1.10111865954653,0.0869,0.78961743772242
"3586","EEF1AKMT2",-1.1911224952689,0.147,0.79117538688283
"3587","EEF1AKMT3",0.358598340207172,0.501,0.878960571289062
"3588","EEF1B2",-1.01472049295585,0.262,0.82112213740458
"3589","EEF1D",-0.204040183403766,0.796,0.953295407010792
"3590","EEF1E1",-0.218060024215464,0.819,0.959488092315247
"3591","EEF1G",-0.767520246230795,0.048,0.767252306273063
"3592","EEF2",-1.20244138206716,0.191,0.797992036405006
"3593","EEF2K",-0.180624553854245,0.802,0.954333333333333
"3594","EEF2KMT",2.05403348883516,0.0345,0.753996183206107
"3595","EEFSEC",0.201304067461765,0.786,0.952801756905144
"3596","EEPD1",-0.747092009370492,0.467,0.871932307290987
"3597","EFCAB11",-0.106624709863732,0.807,0.955833609134536
"3598","EFCAB12",-0.138388742938699,0.673,0.928846413420748
"3599","EFCAB13",-0.676412996663865,0.2,0.798775426058274
"3600","EFCAB14",0.0521156550584031,0.926,0.984162892568119
"3601","EFCAB2",0.145292265486772,0.695,0.936281291172596
"3602","EFCAB7",-1.22993345266055,0.114,0.78961743772242
"3603","EFEMP1",0.3810114952633,0.554,0.897816130851664
"3604","EFEMP2",0.210950856458564,0.541,0.894790302194646
"3605","EFHB",-0.138512763211734,0.871,0.971283399548181
"3606","EFHC1",-0.0470204676584376,0.94,0.986734619051111
"3607","EFHC2",0.00125166885285627,0.998,0.999116721449053
"3608","EFHD1",0.827163815563086,0.176,0.796283185840708
"3609","EFHD2",-0.457213992576885,0.439,0.860271731690623
"3610","EFL1",-1.10382057547759,0.391,0.84472758828856
"3611","EFNA1",-0.528720949540391,0.307,0.827964478333643
"3612","EFNA3",0.283984559229639,0.751,0.945852982579623
"3613","EFNA4",0.479822986809062,0.365,0.838849452120057
"3614","EFNA5",-0.172845702072816,0.648,0.92125533816665
"3615","EFNB1",0.23744243422233,0.798,0.954014531484884
"3616","EFNB2",0.00473332639115212,0.992,0.997574991218827
"3617","EFNB3",-0.077229446818805,0.883,0.975771576347074
"3618","EFR3A",0.126462632916586,0.856,0.969817174515236
"3619","EFR3B",0.75165822253995,0.22,0.799799752781211
"3620","EFS",0.763250526621788,0.509,0.882016099745794
"3621","EFTUD2",-0.254127029666178,0.816,0.958326359832636
"3622","EGF",-0.222691778650023,0.75,0.945852982579623
"3623","EGFL6",-0.274609689791762,0.763,0.948629158004158
"3624","EGFL7",1.17102596597455,0.102,0.78961743772242
"3625","EGFL8",0.30113133780952,0.722,0.939072324186807
"3626","EGFLAM",1.34121011837507,0.0856,0.78961743772242
"3627","EGFR",-0.299394937947165,0.37,0.839007405073263
"3628","EGLN1",-0.743783943349926,0.367,0.838849452120057
"3629","EGLN2",0.55318584708843,0.439,0.860271731690623
"3630","EGLN3",-0.199678452217744,0.725,0.939814814814815
"3631","EGR1",-0.0168029937832692,0.983,0.9968126813389
"3632","EGR2",0.333731453842332,0.744,0.945270258276382
"3633","EGR3",-0.479332509141515,0.477,0.874184483420817
"3634","EHBP1",0.284024550836813,0.281,0.825639367816092
"3635","EHBP1L1",0.0128726436875108,0.991,0.997480312192378
"3636","EHD1",1.1243998112991,0.326,0.829708429051069
"3637","EHD2",0.439932516003304,0.528,0.888911257189811
"3638","EHD3",0.168422607773071,0.79,0.953295407010792
"3639","EHD4",0.102139667748613,0.825,0.962029569892473
"3640","EHF",0.385721422307516,0.575,0.900955013134851
"3641","EHHADH",-0.645699175041832,0.338,0.83278313253012
"3642","EHMT1",0.51484308643992,0.379,0.839842879256966
"3643","EHMT2",-0.124265821832123,0.902,0.979230244198392
"3644","EI24",0.159807902120747,0.859,0.970126083530339
"3645","EID1",-0.949661841659607,0.311,0.827964478333643
"3646","EID2",-0.044473090820767,0.945,0.988720581786288
"3647","EID3",0.325025811969918,0.639,0.919325125628141
"3648","EIF1",-0.111213861890583,0.785,0.952801756905144
"3649","EIF1AD",-0.875825495471083,0.0542,0.767252306273063
"3650","EIF1AX",-0.656309921078297,0.285,0.827964478333643
"3651","EIF1B",0.560067831470857,0.52,0.886800095306171
"3652","EIF2A",-0.975166826230739,0.252,0.819672801635992
"3653","EIF2AK1",-1.12747406200281,0.309,0.827964478333643
"3654","EIF2AK2",-0.980889115275686,0.326,0.829708429051069
"3655","EIF2AK3",0.170200494867927,0.638,0.918625025145846
"3656","EIF2AK4",-1.00375362642099,0.275,0.825115279815552
"3657","EIF2B1",-0.569286010678062,0.369,0.838849452120057
"3658","EIF2B2",0.676803206586829,0.564,0.900154427285857
"3659","EIF2B3",0.00847385628610567,0.995,0.998137701471619
"3660","EIF2B4",-0.503864795925076,0.348,0.835141659681475
"3661","EIF2B5",-0.369624060261009,0.194,0.797992036405006
"3662","EIF2D",0.350334822881284,0.662,0.926528157997654
"3663","EIF2S1",0.223870613408607,0.782,0.952546800544588
"3664","EIF2S2",0.57418684578411,0.431,0.857984285912947
"3665","EIF2S3",-1.14923486618729,0.188,0.797609970674487
"3666","EIF3A",-1.5547815669512,0.0156,0.730920038535645
"3667","EIF3B",-1.39910830789566,0.15,0.79117538688283
"3668","EIF3C",0.824872690794936,0.21,0.799799752781211
"3669","EIF3CL",1.0948514948318,0.0687,0.782714340490798
"3670","EIF3D",0.166743925254183,0.749,0.94574711122872
"3671","EIF3E",-1.29995610853843,0.151,0.792072187614511
"3672","EIF3F",-1.50518057230335,0.0248,0.730920038535645
"3673","EIF3G",0.187341619575254,0.782,0.952546800544588
"3674","EIF3H",-0.796057673677831,0.277,0.825639367816092
"3675","EIF3I",0.699168105364853,0.358,0.838849452120057
"3676","EIF3J",-1.66013569965241,0.00942,0.730920038535645
"3677","EIF3K",1.30965582024797,0.14,0.79117538688283
"3678","EIF3L",-0.72535518512003,0.347,0.835121889710827
"3679","EIF3M",-0.806965658929079,0.1,0.78961743772242
"3680","EIF4A1",-0.442189341767121,0.567,0.900186018437226
"3681","EIF4A2",-0.42681395938208,0.683,0.93151152820122
"3682","EIF4A3",0.357405512380929,0.763,0.948629158004158
"3683","EIF4B",-1.37690516523548,0.0151,0.730920038535645
"3684","EIF4E",0.416702782392212,0.517,0.885693513642891
"3685","EIF4E2",-0.0537395562977052,0.937,0.985754023664291
"3686","EIF4E3",-0.555804915282607,0.396,0.845441088961619
"3687","EIF4EBP1",-0.256061352733382,0.608,0.911840754321634
"3688","EIF4EBP2",-0.241959671322599,0.777,0.950744080690657
"3689","EIF4EBP3",-1.35084022502416,0.067,0.782714340490798
"3690","EIF4ENIF1",0.434010973130065,0.438,0.860271731690623
"3691","EIF4G1",-0.602678951487023,0.442,0.861668255481411
"3692","EIF4G2",-0.48751190042873,0.425,0.856039819895877
"3693","EIF4G3",-0.0835188545100343,0.907,0.980050196256039
"3694","EIF4H",-0.316883626182923,0.507,0.88188455008489
"3695","EIF5",-0.324556766145326,0.193,0.797992036405006
"3696","EIF5A",0.0832534266825172,0.932,0.985716177444273
"3697","EIF5A2",0.324333688935547,0.626,0.917721583392694
"3698","EIF5AL1",-0.251407944877556,0.795,0.953295407010792
"3699","EIF5B",-0.894229224639146,0.126,0.79117538688283
"3700","EIF6",0.952526460723723,0.291,0.827964478333643
"3701","EIPR1",-0.331510782892093,0.658,0.924636301168156
"3702","ELAC1",0.615786787738765,0.546,0.895712812285125
"3703","ELAC2",-0.355847887391254,0.448,0.865001348799568
"3704","ELAVL1",-0.131108820281587,0.901,0.979230244198392
"3705","ELAVL2",-0.373679294980177,0.426,0.856246840775063
"3706","ELF1",-0.155890609185628,0.384,0.84193085106383
"3707","ELF2",-1.10805619766809,0.0686,0.782714340490798
"3708","ELF3",-0.448396455276548,0.343,0.833907099184783
"3709","ELF4",-1.17793778701838,0.0847,0.78961743772242
"3710","ELF5",0.17636173282838,0.802,0.954333333333333
"3711","ELFN1",-0.223168237558522,0.363,0.838849452120057
"3712","ELK1",-0.0829110513406699,0.894,0.977737795095118
"3713","ELK3",-0.352860569810469,0.585,0.904527711882683
"3714","ELK4",-0.0599013166412433,0.9,0.978989361702128
"3715","ELL",0.793196498920246,0.435,0.859730084219246
"3716","ELL2",0.606857146858537,0.121,0.78961743772242
"3717","ELL3",-0.160968501913527,0.723,0.939519335511983
"3718","ELMO1",1.60562616667295,0.00941,0.730920038535645
"3719","ELMO2",0.341449160157414,0.542,0.894790302194646
"3720","ELMO3",-0.805119482326915,0.0329,0.747460443037975
"3721","ELMOD2",0.290863664441738,0.725,0.939814814814815
"3722","ELMOD3",-0.318636009197076,0.54,0.894790302194646
"3723","ELMSAN1",0.343390315444258,0.669,0.927528813559322
"3724","ELN",1.13713715719273,0.152,0.792093192573717
"3725","ELOA",-0.808255593308842,0.068,0.782714340490798
"3726","ELOB",1.82379031570909,0.00326,0.730920038535645
"3727","ELOC",-0.457305412747309,0.495,0.877873392680514
"3728","ELOF1",-0.198763489117495,0.759,0.948418732541899
"3729","ELOVL1",0.0358954454084122,0.964,0.994140191628845
"3730","ELOVL2",-0.132132776030083,0.832,0.962954508791741
"3731","ELOVL3",0.0953420704353565,0.936,0.985716177444273
"3732","ELOVL4",0.497652077291615,0.468,0.872120682964688
"3733","ELOVL5",0.513175646863924,0.53,0.889860426929392
"3734","ELOVL6",-1.22777540746609,0.0275,0.735817757009346
"3735","ELOVL7",-0.477383978753082,0.383,0.841800245662521
"3736","ELP1",-0.403729723714051,0.55,0.897134229717411
"3737","ELP2",-0.754728146642535,0.122,0.78961743772242
"3738","ELP3",-0.685039722613252,0.222,0.799799752781211
"3739","ELP4",-0.354190834457326,0.563,0.900154427285857
"3740","ELP5",0.858102971251399,0.288,0.827964478333643
"3741","ELP6",0.617037959334992,0.574,0.900955013134851
"3742","EMB",0.498100008079942,0.411,0.851072616808911
"3743","EMC1",0.286559656086663,0.746,0.945640696851786
"3744","EMC10",1.32523575122917,0.0767,0.783916666666667
"3745","EMC2",-0.453037232505078,0.464,0.869848088004191
"3746","EMC3",0.492567940158526,0.484,0.876281080398839
"3747","EMC4",-1.34802669589233,0.0632,0.778535087719298
"3748","EMC6",0.610521835939059,0.347,0.835121889710827
"3749","EMC7",-0.0999072309514104,0.887,0.975947792706334
"3750","EMC8",0.243270799374445,0.772,0.94959556620731
"3751","EMC9",0.54668227165521,0.336,0.83278313253012
"3752","EMD",0.241081438094773,0.537,0.894375218150087
"3753","EME1",0.224939081406191,0.703,0.937704528512859
"3754","EME2",0.654083443255372,0.224,0.799799752781211
"3755","EMG1",-0.564383142471454,0.306,0.827964478333643
"3756","EMID1",0.302464146330746,0.577,0.902297709923664
"3757","EMILIN2",-1.33000722072933,0.13,0.79117538688283
"3758","EMILIN3",1.28353460436184,0.0931,0.78961743772242
"3759","EML1",0.341926999582072,0.574,0.900955013134851
"3760","EML2",1.27663314686247,0.0266,0.732204022988506
"3761","EML3",0.27894577974361,0.811,0.957473879062114
"3762","EML4",0.0508892758962081,0.928,0.984388291959985
"3763","EML5",-0.693626399579748,0.0159,0.730920038535645
"3764","EML6",-0.591999771057525,0.0648,0.778535087719298
"3765","EMP1",-0.156871626441494,0.744,0.945270258276382
"3766","EMP2",-0.108508828175128,0.778,0.951154667349902
"3767","EMP3",-0.437677927738806,0.496,0.877873392680514
"3768","EMSY",-0.0954514077984954,0.836,0.96353172690763
