"","gene_symbol","pearson","P_value"
"1","A1BG",-0.00691648277231485,0.974412138972442
"2","A2M",0.20953853464562,0.325759184138671
"3","A2ML1",-0.029031763737124,0.892879577828004
"4","A4GALT",0.00846091665658838,0.96870090902889
"5","AAAS",0.349308135767811,0.094311767274284
"6","AACS",-0.0381328117924203,0.859584553776878
"7","AADAT",0.0958009833991472,0.656103471549077
"8","AAED1",-0.0533732381503175,0.804372587872166
"9","AAGAB",0.561060045651582,0.00434015354426235
"10","AAK1",-0.00164711300298052,0.993905509549998
"11","AAMDC",0.242082254170948,0.254411800167277
"12","AAMP",0.386765059512331,0.061899250073198
"13","AAR2",0.223003414111952,0.294900663604204
"14","AARD",0.178341831670534,0.404412397199662
"15","AARS",0.279790129643048,0.185455509218886
"16","AARS2",0.267939501538182,0.205564615765392
"17","AARSD1",-0.203170849035232,0.341007124920132
"18","AASDH",0.470055489476706,0.0204598898359001
"19","AASDHPPT",-0.0569493900409018,0.791537620428225
"20","AASS",0.0503962790976386,0.815094707270097
"21","AATF",-0.1618213132141,0.449985637031786
"22","AATK",0.0807115996062343,0.707728195660486
"23","ABAT",0.10016025068634,0.641457063395818
"24","ABCA1",0.0699319214321793,0.745405211408947
"25","ABCA10",-0.243979506728092,0.250592849335172
"26","ABCA12",-0.541486069671212,0.0062808834324098
"27","ABCA13",-0.289625425612118,0.169827404393766
"28","ABCA2",0.298069449478074,0.157162460248698
"29","ABCA3",-0.17442446487508,0.414979354124674
"30","ABCA4",-0.0385839101626371,0.857939824734835
"31","ABCA5",-0.250486699071284,0.237778522439116
"32","ABCA6",-0.153970432850027,0.472552799798792
"33","ABCA7",-0.113596174316212,0.59714332921105
"34","ABCB10",-0.34732819973569,0.0963215610285327
"35","ABCB6",-0.0596902764599852,0.7817357265285
"36","ABCB7",0.139553171322238,0.515455968987705
"37","ABCB8",0.274532491298003,0.194203039867948
"38","ABCB9",0.0267048784217949,0.901422702580299
"39","ABCC1",-0.0597963025184779,0.781357195300312
"40","ABCC10",0.0367995310943377,0.864449055497433
"41","ABCC11",0.409634539244399,0.0468252892523365
"42","ABCC2",-0.209083947594605,0.326833845225435
"43","ABCC3",-0.190370721681957,0.37291662563856
"44","ABCC4",0.187031485490403,0.381514660053792
"45","ABCC5",0.0527416837530314,0.806644468556364
"46","ABCC6",0.232824428894814,0.27358444139518
"47","ABCC9",0.0483513770255148,0.822478660715261
"48","ABCD1",-0.224383645021579,0.291844135873858
"49","ABCD3",0.5446212665895,0.00592853044321762
"50","ABCD4",0.0983592585285303,0.647492764692838
"51","ABCE1",0.0563608531013005,0.793646389988258
"52","ABCF1",0.0971265798599162,0.65163635481562
"53","ABCF2",0.244202310193504,0.250146826875917
"54","ABCF3",-0.0690288027639311,0.748589013442964
"55","ABCG1",0.312859824622129,0.136609883650231
"56","ABCG2",0.263123353561377,0.214142547271895
"57","ABHD1",0.0883958887405765,0.681265005138796
"58","ABHD10",0.263771436221884,0.21297450722691
"59","ABHD11",-0.127422392888151,0.552952010957347
"60","ABHD12",0.286954334730893,0.173977668557173
"61","ABHD13",0.0483495923174187,0.822485111617153
"62","ABHD14A",0.0727713211451902,0.735421887447416
"63","ABHD14B",0.0196956823350219,0.927217391382071
"64","ABHD15",-0.0815939202378981,0.704672234133811
"65","ABHD16A",0.117939622316043,0.583100690251073
"66","ABHD16B",0.140018622221173,0.514042161982859
"67","ABHD17A",0.0626558500381663,0.771166547620784
"68","ABHD17B",-0.233917194173125,0.271274850786484
"69","ABHD17C",0.207735429823455,0.330034369811082
