"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ZFAND6",0.545166393690026,-0.00371228360327669,2.7877638848911,0.0110859130328695,0.999265045113336,-4.18860455838469
"ZNF461",-0.632542166728828,0.156289292251299,-2.78412719965816,0.0111763175946136,0.999265045113336,-4.18956809989812
"ZNF3",-0.635499604694108,-0.0563559977628728,-2.77331194342247,0.011449340865275,0.999265045113336,-4.19243372912075
"DNAJC27",-0.575021678857294,-0.109642475577513,-2.76946465222071,0.0115479846438659,0.999265045113336,-4.1934531492665
"NOL7",0.812462390902005,0.0665931246444521,2.73484098493239,0.0124728357049918,0.999265045113336,-4.20262767480032
"C20orf194",-0.569389388896025,-0.0537057020744243,-2.73049934302907,0.0125936531143086,0.999265045113336,-4.20377808632273
"CCDC12",0.599198701414115,0.0970538750757154,2.71752527820704,0.0129613434268676,0.999265045113336,-4.20721570141963
"TRIM6",0.583716865294125,0.12638880489546,2.71584715196763,0.0130096393736054,0.999265045113336,-4.20766031885062
"LPIN3",-0.594228643816894,-0.0377807210232619,-2.71542460755469,0.0130218269391124,0.999265045113336,-4.20777227062607
"NT5DC4",-0.61240386894256,0.0559602041739986,-2.71447219725424,0.0130493372921701,0.999265045113336,-4.20802460738838
"FBXO39",0.785648346605325,0.154965585084213,2.70196916752761,0.0134156354630658,0.999265045113336,-4.21133704440421
"MAX",0.567296736940585,0.0903002647992357,2.70086241281571,0.0134485250612859,0.999265045113336,-4.21163023933821
"ALG1",0.61955458905154,-0.0155585740315965,2.69302457305628,0.013683638777763,0.999265045113336,-4.21370649430862
"C16orf91",0.550149251960957,-0.108773133277227,2.68886395401871,0.0138100224105565,0.999265045113336,-4.21480857156662
"SNCG",0.657704154145606,0.041579329991462,2.68762126949201,0.0138479842332754,0.999265045113336,-4.21513772644983
"PTAR1",-0.687718021961633,0.0835222205846969,-2.68606591973803,0.0138956366376247,0.999265045113336,-4.21554969075166
"SLC4A3",-0.762928541952625,-0.0233427907036874,-2.68591240328095,0.0139003484427387,0.999265045113336,-4.21559035208007
"HNRNPCL3",0.734882853607592,0.0896256115219945,2.68088460429346,0.0140555026714419,0.999265045113336,-4.21692199922319
"POLR3K",0.803918010174631,-0.0102680010967836,2.68051726961308,0.0140669023657154,0.999265045113336,-4.217019286654
"RTP4",0.626921797775345,0.0860236169905765,2.67462310702837,0.014251019731113,0.999265045113336,-4.21858026454532
"MAN2A1",-0.610237541626403,0.0456233358522918,-2.67408389722064,0.014267976498521,0.999265045113336,-4.21872305890306
"PITRM1",-0.617975756578086,0.230121342853573,-2.66914947006064,0.0144240404646752,0.999265045113336,-4.22002974381712
"PTPDC1",-0.573644605529113,0.0570508196237001,-2.66282492352937,0.0146264315781165,0.999265045113336,-4.22170438651123
"P2RY4",-0.708313245458608,0.109252969136864,-2.65530031547412,0.0148707223352249,0.999265045113336,-4.22369653542229
"ZNF37A",-0.538655659380592,-0.0117369913144071,-2.6466966359507,0.0151547682771153,0.999265045113336,-4.22597400566435
"CDC25B",-0.588216447488195,-0.0588700874006264,-2.64567575436783,0.0151888101674037,0.999265045113336,-4.22624421470878
"BRSK1",-0.492466015354359,0.188324791874567,-2.64557149665656,0.015192290761769,0.999265045113336,-4.22627180951761
"C22orf31",0.782957249643589,0.143887182251714,2.64425440124389,0.015236326267292,0.999265045113336,-4.22662041136075
"FAM167B",-0.489266292932479,-0.00194660100052475,-2.63902265270796,0.0154124362393659,0.999265045113336,-4.22800502140099
"MSTN",0.513662917890156,-0.250987276979615,2.63816266834665,0.0154415680695881,0.999265045113336,-4.22823260494843
"SLCO4A1",-0.583957116477109,0.0723208067001718,-2.61643389401328,0.0161950960895956,0.999265045113336,-4.23398122178674
"XRCC6",0.489582036126216,-0.0711326515288253,2.60200822926359,0.0167143591919474,0.999265045113336,-4.23779580740071
"SNAPC3",-0.556912211209859,0.0580065746320868,-2.60057612211,0.0167667557932924,0.999265045113336,-4.23817440913657
"RELL2",-0.486809590735418,-0.144630848278658,-2.59281348887031,0.0170534684118439,0.999265045113336,-4.24022628994483
"PDIA6",0.563654777009891,0.0996853646421558,2.58576921876555,0.0173176347833119,0.999265045113336,-4.24208782875546
"MANF",0.654587261469486,0.0246286126855207,2.58155089729169,0.0174776628470354,0.999265045113336,-4.24320235667344
"ZNF417",-0.486309060603592,-0.010356545603358,-2.57214749581888,0.0178394114262396,0.999265045113336,-4.24568622811101
"PLTP",-0.579497929233123,0.209090113231247,-2.56914302192935,0.0179564686307765,0.999265045113336,-4.24647966358299
"BANF1",0.488603450045161,-0.151967424293927,2.56747248459179,0.0180218661052471,0.999265045113336,-4.24692078714194
"CALCA",0.640370048424334,-0.00721580157302528,2.5604868179391,0.0182977689415703,0.999265045113336,-4.24876511382589
"PUS3",-0.64955995480933,-0.166472472678208,-2.55707843245461,0.0184338198453556,0.999265045113336,-4.24966479304519
"HIST1H4H",0.566448391190383,-0.000707256939415376,2.55158225298926,0.0186552097274979,0.999265045113336,-4.25111529923668
"SCARB1",0.583797569692876,0.0600559216434425,2.54530250387527,0.0189112147951061,0.999265045113336,-4.25277218214733
"MRPS34",0.5009732401479,-0.172388610684315,2.53572814025255,0.0193078784297832,0.999265045113336,-4.25529744652425
"GARNL3",-0.579915763934177,0.117566866626409,-2.53560206072687,0.0193131535197366,0.999265045113336,-4.25533069299448
"PPFIA3",-0.50816072450726,-0.206054318714848,-2.52300837261752,0.0198469222350727,0.999265045113336,-4.25865058022916
"ICAM2",0.54681151207885,0.152718836905789,2.52042362651607,0.0199581685794354,0.999265045113336,-4.25933170791845
"ITM2B",0.41496967956725,0.0516438748366289,2.51692505317348,0.0201096755435572,0.999265045113336,-4.26025350574841
"CDAN1",-0.677272095981123,0.00914104202744342,-2.51517960261388,0.020185664717294,0.999265045113336,-4.26071333299628
"NEURL2",-0.596874615799598,-0.0827661817592536,-2.51512944981068,0.020187852113795,0.999265045113336,-4.26072654481165
"ANKRD16",-0.655561060689677,0.0959193002904777,-2.514020732346,0.0202362651115529,0.999265045113336,-4.26101860697213
"CXCL10",0.611057036063188,0.0667773971040871,2.51107677439198,0.0203653429472275,0.999265045113336,-4.26179403355437
"CNNM4",-0.624229334193542,-0.157330135269988,-2.51028551986411,0.0204001665937827,0.999265045113336,-4.26200242659317
"SLC20A1",-0.556155954099866,-0.233669386624647,-2.50543930254737,0.0206146699751895,0.999265045113336,-4.26327858781684
"ILK",0.522064087716788,0.15805801694501,2.50426230395849,0.0206670836895503,0.999265045113336,-4.26358847895204
"VAT1L",0.560005062441848,-0.0501669309268315,2.50045394930948,0.0208375310925522,0.999265045113336,-4.26459104333876
"L3MBTL1",-0.525624304965434,0.0941370032155691,-2.49366333423446,0.0211447173026871,0.999265045113336,-4.26637818038519
"TTLL7",-0.447528949587955,-0.0203575170677961,-2.49347089930653,0.0211534837977157,0.999265045113336,-4.26642881508408
"FAN1",-0.498575860073251,0.0435123019212695,-2.49013243354658,0.0213061111352893,0.999265045113336,-4.26730716576892
"SCAI",-0.579229726695403,-0.0167847601283946,-2.47970904968862,0.021789289117796,0.999265045113336,-4.27004847231775
"ZNF606",-0.5846987749433,-0.0663963144477672,-2.47482923863548,0.0220189910826089,0.999265045113336,-4.2713312620158
"RNF32",-0.53844770706027,0.187019716582094,-2.47295875546806,0.022107635680743,0.999265045113336,-4.27182286848917
"OMP",0.547003720300795,0.135636467295101,2.47265258348831,0.0221221772281216,0.999265045113336,-4.27190333225789
"MUC7",0.675373934715432,0.0875296269225388,2.47159034169918,0.022172697284472,0.999265045113336,-4.27218248383654
"ARID3A",-0.555954154926047,-0.0603562579910558,-2.46995122810618,0.0222508644377551,0.999265045113336,-4.2726131984851
"ZNF418",-0.488542656647316,-0.0636124753485515,-2.46915491925577,0.0222889320302008,0.999265045113336,-4.27282243111944
"PSMA5",0.499702130627385,0.119707845456338,2.46880032402669,0.0223059030116845,0.999265045113336,-4.27291559879365
"HSP90AB1",0.672571697834923,0.221990320500844,2.46866763916166,0.0223122564267243,0.999265045113336,-4.27295046038225
"ANGPTL7",-0.651600218436874,0.148644644032162,-2.46787666103011,0.0223501662494986,0.999265045113336,-4.2731582758027
"CDNF",-0.565503141205621,-0.0326668855691542,-2.46236308846501,0.0226160923555641,0.999265045113336,-4.27460658204344
"ITGAM",0.521395111820829,-0.0223157847710759,2.46198595495214,0.0226343892861018,0.999265045113336,-4.27470562905825
"ZNF438",-0.555169227689266,0.118432722044537,-2.45972865624056,0.0227441926231812,0.999265045113336,-4.27529841606381
"HIST1H4I",0.57466243951671,-0.00913407946654539,2.45782891173949,0.0228369876400057,0.999265045113336,-4.27579723934159
"EPHB2",0.505704120849866,0.174694016315325,2.45550077966645,0.0229511886909304,0.999265045113336,-4.27640846211358
"CATSPER2",-0.580651720136066,-0.0793373484773837,-2.45550063634864,0.0229511957373955,0.999265045113336,-4.27640849973707
"TMEM52",-0.636978148321737,0.0746432534595165,-2.45544506023227,0.0229539283840975,0.999265045113336,-4.27642308943554
"UBD",0.587411460004935,0.134206270927322,2.45102153060336,0.0231724054439962,0.999265045113336,-4.27758417180934
"NOM1",-0.433092166612801,0.161020172507404,-2.44909827611175,0.0232679971948441,0.999265045113336,-4.27808887888047
"OAZ1",0.597393821289291,-0.231437512110119,2.4478995692567,0.0233277622609945,0.999265045113336,-4.27840341477523
"ZNF335",-0.683799129415818,0.0275877437707459,-2.44738072362589,0.0233536751301228,0.999265045113336,-4.27853954993186
"PABPC1L",-0.621543149969433,0.131127400482038,-2.44612533776241,0.0234164841503426,0.999265045113336,-4.27886891940803
"STBD1",-0.507337460846448,0.180042509668638,-2.44493613999173,0.0234761266591441,0.999265045113336,-4.27918089759182
"ARHGAP9",0.55525835100936,-0.0283613248154196,2.44147214249988,0.0236506651833384,0.999265045113336,-4.28008951015032
"GSDMC",-0.602667640415661,0.00824705393676555,-2.43672643099787,0.0238917454183377,0.999265045113336,-4.2813339657879
"TRIM55",0.590642025570115,-0.0512028881234508,2.43347557312346,0.0240582047442699,0.999265045113336,-4.28218619129341
"NFS1",-0.463257809440017,-0.0781268339635838,-2.4330976039384,0.0240776283894611,0.999265045113336,-4.28228526473134
"ZNF813",-0.5176010478119,0.143806826596101,-2.42724055110651,0.0243804890276192,0.999265045113336,-4.28382017573576
"RBM23",0.486659102949507,-0.0562279733582892,2.42663085718017,0.0244122181791664,0.999265045113336,-4.28397991612485
"DES",0.650742743240032,0.149606153504683,2.42510404019547,0.0244918438991804,0.999265045113336,-4.28437991255076
"MED26",-0.454394157226332,0.0770322358924119,-2.42365888565165,0.0245674330727741,0.999265045113336,-4.28475847391806
"TIGD1",-0.538767484422838,-0.0198006803557222,-2.42258937387035,0.0246235136678333,0.999265045113336,-4.28503860900563
"DENND1A",-0.557403804177272,0.097506309560518,-2.42241359620925,0.024632742064463,0.999265045113336,-4.28508464798807
"BRAF",-0.467362755127704,0.298820528818573,-2.4220572565605,0.0246514598973106,0.999265045113336,-4.28517797721382
"CACNB1",-0.664425054921853,0.17016229664499,-2.42120873079923,0.0246960845238574,0.999265045113336,-4.28540020544371
"SCGB3A1",0.60803309415716,0.0258909699339124,2.41963740044989,0.0247789202194043,0.999265045113336,-4.28581169874286
"CTSE",0.605174455869405,-0.100616575992539,2.41866658859983,0.0248302273361497,0.999265045113336,-4.28606590678515
"VAMP4",-0.464348958337344,0.111770725822315,-2.41665353748993,0.0249369310632238,0.999265045113336,-4.28659296742556
"NHLRC4",0.477985835416874,-0.0281174800476104,2.41554889600618,0.0249956644492433,0.999265045113336,-4.28688215277856
"CCDC8",0.468537300276611,0.156728482482126,2.41298999962119,0.0251322137964409,0.999265045113336,-4.28755195644756
"SNX11",0.722461378024946,-0.155348176911817,2.40812677785437,0.0253936384990142,0.999265045113336,-4.2888245681909
"ADGRE1",0.704517737867042,0.130487570261917,2.40751825463679,0.0254265270097856,0.999265045113336,-4.28898377349602
"UVSSA",-0.556714320635472,-0.105735963264599,-2.40528837673335,0.0255473820505697,0.999265045113336,-4.28956710256009
"APLP1",-0.535141813965345,-0.0258222629277892,-2.40290656832389,0.0256770599422469,0.999265045113336,-4.29019006399701
"GK5",-0.643347900514102,0.0469130550814345,-2.39980580350229,0.0258467964344054,0.999265045113336,-4.29100089328069
"RBX1",0.516035443173236,0.0114110398266223,2.39966235656988,0.0258546738755378,0.999265045113336,-4.291038398875
"HIST1H2BO",0.51202816661525,0.185914746474923,2.39320850843566,0.0262114011816411,0.999265045113336,-4.29272537466433
"KRT9",0.618234627816396,0.125442640161608,2.39178443227102,0.0262907269461849,0.999265045113336,-4.29309749653663
"GSTM5",0.734654812410372,0.199598470604151,2.39082572646269,0.0263442552860488,0.999265045113336,-4.29334798929061
"RRH",-0.591121148548396,0.188390990305897,-2.39074448387772,0.0263487960199821,0.999265045113336,-4.29336921562927
"DIDO1",-0.598520122073352,0.0717305386408841,-2.38807294884332,0.0264985155826876,0.999265045113336,-4.29406713169072
"GRK5",-0.582695076006152,0.155914609282851,-2.38544788488933,0.0266463981946381,0.999265045113336,-4.2947527577576
"LRWD1",-0.542117079867896,-0.0258520836783577,-2.38522521107843,0.0266589776031066,0.999265045113336,-4.29481090983871
"NIPSNAP3B",-0.598184456165282,0.28243938465073,-2.38421615869513,0.0267160505014902,0.999265045113336,-4.2950744140433
"NR1D1",-0.58476922480139,-0.0220724825940359,-2.38407493859433,0.0267240470570203,0.999265045113336,-4.29511129052801
"ECI1",0.681013478022566,-0.148740275193911,2.38338048455874,0.0267634026196315,0.999265045113336,-4.29529262540206
"HIST1H1C",0.677526910508417,0.0136110243075304,2.38004802079625,0.0269530052729232,0.999265045113336,-4.29616264664186
"RDH16",0.548473485940633,-0.0883775356049684,2.37933854212534,0.0269935317586339,0.999265045113336,-4.29634784183764
"OVOL3",-0.7755079313595,0.126785548567991,-2.37710925792997,0.0271212392186938,0.999265045113336,-4.29692967922691
"DYNLL1",0.645139273619092,0.0945249514375836,2.37672557623555,0.0271432752569228,0.999265045113336,-4.29702980800723
"ENOX1",-0.457257084519977,-0.0187201491731297,-2.37570878252923,0.0272017530729441,0.999265045113336,-4.29729514309841
"PMF1-BGLAP",0.52518677469453,0.0122642940814428,2.37482613183924,0.0272526105794625,0.999265045113336,-4.29752545445439
"MRPL58",0.633655272694346,-0.0417938559922572,2.37220959287048,0.0274038906266222,0.999265045113336,-4.29820808900635
"FBXO41",-0.455281978324612,0.133910855178648,-2.37210801342155,0.0274097792693687,0.999265045113336,-4.29823458717752
"TTC39B",-0.565247887384669,0.151477530149774,-2.37121807739363,0.0274614196621202,0.999265045113336,-4.29846672727502
"ZNF529",-0.547843209405033,0.111311382570054,-2.36683804868945,0.0277168940961727,0.999265045113336,-4.29960899665154
"JSRP1",0.775372186804842,-0.045292257892812,2.36603721256419,0.0277638415888571,0.999265045113336,-4.29981779954839
"ANO8",-0.498598599431438,0.0468849850850476,-2.35982574702023,0.028130481529317,0.999265045113336,-4.30143681807942
"PLPPR2",-0.456413906012805,-0.00680440364452661,-2.35957276059241,0.028145508816647,0.999265045113336,-4.30150273994432
"KCTD5",0.483538434743452,-0.253183554926035,2.35865571930047,0.0282000428975192,0.999265045113336,-4.30174168512646
"PCDHGA6",-0.711272526599744,-0.0484874882672203,-2.35781378686613,0.0282501964164127,0.999265045113336,-4.30196104246587
"PDZD4",-0.526353885423749,0.114905410773488,-2.35710656171201,0.0282923891747818,0.999265045113336,-4.30214529022209
"RGS3",-0.503418332657558,-0.152923007172658,-2.3566511566256,0.0283195892663999,0.999265045113336,-4.30226392704569
"RINT1",-0.541571568410733,0.121086380193865,-2.35585015896099,0.028367489284847,0.999265045113336,-4.3024725817187
"SLC9A8",-0.501290629496191,0.197256689864716,-2.35099396197765,0.0286594982148084,0.999265045113336,-4.30373726266864
"PCDHGA2",-0.518537613601729,-0.0329270171402132,-2.34825736360652,0.0288252737578132,0.999265045113336,-4.30444969552869
"SS18L1",-0.643972676933622,-0.00382572556566132,-2.34645591876903,0.0289348830894002,0.999265045113336,-4.30491857616079
"REEP1",-0.549430783295159,-0.11177034141906,-2.34572848440176,0.0289792529692436,0.999265045113336,-4.30510789065452
"FDFT1",0.518313736493676,0.0270570486490994,2.34470164666262,0.0290419918818557,0.999265045113336,-4.3053751027914
"CDK20",-0.598133252926108,0.16757684299691,-2.34443945761523,0.0290580314920012,0.999265045113336,-4.30544332764742
"RNPS1",0.465724671032012,0.0278919775879802,2.34219394454281,0.0291957376972315,0.999265045113336,-4.30602756911798
"TAF4",-0.577723314612254,-0.00520139347398964,-2.33613525954288,0.0295702969836973,0.999265045113336,-4.30760330687969
"ARHGAP33",-0.559279012800509,-0.0267253961434236,-2.33538466522895,0.029617007482396,0.999265045113336,-4.30779845718162
"SLC7A3",0.459679761377643,-0.0351246990259062,2.33508657391377,0.0296355769815514,0.999265045113336,-4.30787595533004
"WNK4",0.464937645738446,-0.0501648268702282,2.333843532529,0.0297131276410227,0.999265045113336,-4.30819909870699
"TIGD6",-0.447162500433078,0.031504613893815,-2.33242350198965,0.0298019492660106,0.999265045113336,-4.30856820489943
"GOLGA8A",-0.602347834546902,-0.0273989362522163,-2.33110860260328,0.0298844132838642,0.999265045113336,-4.30890993908062
"UCKL1",-0.565642045728358,-0.0110268938642407,-2.33007743805421,0.0299492299806287,0.999265045113336,-4.30917790166633
"PCDHGA1",-0.462415781692492,0.0120463271315638,-2.32735753175839,0.030120819481784,0.999265045113336,-4.3098845775556
"PGBD4",-0.609888697008891,-0.00147861931966343,-2.32727543231288,0.030126012913505,0.999265045113336,-4.30990590538668
"DNAJC2",-0.457807496815528,0.169772279247519,-2.32619062656167,0.0301947129005529,0.999265045113336,-4.31018770048118
"ACTR3B",-0.459926616167961,0.302293960077282,-2.3233424408472,0.0303757742446063,0.999265045113336,-4.31092741666182
"ZNF248",-0.605695290139178,-0.0324793014615401,-2.32311838213318,0.0303900601891171,0.999265045113336,-4.31098559914966
"REEP2",-0.470815404302857,0.114079383332685,-2.31777644583675,0.0307324994901053,0.999265045113336,-4.3123723805238
"ZDHHC9",-0.38100006519779,0.147775477797453,-2.31612829140968,0.0308388679226246,0.999265045113336,-4.31280009508619
"MED7",-0.427662809348606,-0.278305514258509,-2.31552609216478,0.0308778170844812,0.999265045113336,-4.31295635468224
"C9orf129",-0.553145095696467,-0.0134342795455169,-2.31412698916575,0.0309684834628511,0.999265045113336,-4.31331935907735
"MTMR10",-0.49675896349363,-0.0274881493086304,-2.31331199287174,0.0310214107498153,0.999265045113336,-4.3135307900952
"CLIP2",-0.501214781371281,0.0646718864851069,-2.31043540145738,0.0312088879495759,0.999265045113336,-4.31427691057554
"NCF2",0.641721313227031,0.102674665645922,2.30754502842712,0.0313983130853452,0.999265045113336,-4.31502638250873
"SLC9B1",-0.613510124805902,0.169968017237677,-2.3072092680461,0.0314203861183934,0.999265045113336,-4.31511343038852
"LENG9",-0.511649521092029,-0.00122733576560491,-2.30710488505738,0.0314272512099427,0.999265045113336,-4.31514049168033
"KIF21B",-0.443190147442662,0.0365229620229181,-2.30547775345009,0.0315344434573351,0.999265045113336,-4.31556228748747
"TMBIM6",0.422780020360267,-0.0865733975319794,2.30373221801443,0.0316498097715036,0.999265045113336,-4.3160146968852
"OR5AU1",0.649638936740881,0.118938918313025,2.30246399730441,0.0317338726404855,0.999265045113336,-4.31634334340248
"SIM1",0.504488734942679,0.119308957790086,2.30068475992489,0.0318521539262009,0.999265045113336,-4.31680434058561
"LNPK",-0.590208425759423,-0.0453845993430717,-2.29980134771694,0.0319110324580538,0.999265045113336,-4.31703319883073
"ENO2",-0.567486575277403,-0.139433423594989,-2.29971824636609,0.0319165762255583,0.999265045113336,-4.31705472610175
"APBB1IP",-0.718175416229256,0.00744984599289106,-2.29862585977676,0.0319895327101147,0.999265045113336,-4.31733768940636
"GPC4",-0.5097514661597,0.173085651304068,-2.29607146296648,0.0321607302751479,0.999265045113336,-4.31799923177435
"CALR",0.463868850220225,0.250732783283283,2.29532756148611,0.0322107452057327,0.999265045113336,-4.3181918547296
"CCR3",0.756603258811876,0.19296248600566,2.29179102892475,0.0324494969958211,0.999265045113336,-4.31910737966768
"MAP3K12",-0.406034615876884,-0.0659697080995723,-2.2906536661426,0.0325266253809195,0.999265045113336,-4.31940174164479
"APOBEC3B",0.406132874129615,0.0890529704367343,2.28488079562831,0.0329207060591078,0.999265045113336,-4.3208952604638
"RNF145",-0.468462525309595,-0.199401407702947,-2.28415619493323,0.0329704788827189,0.999265045113336,-4.32108265743985
"GPRIN3",-0.436030565906964,0.00157848381614895,-2.28188563868804,0.033126891173433,0.999265045113336,-4.32166977367952
"MRRF",-0.473844239661686,0.099728975467396,-2.28116819185972,0.0331764555240306,0.999265045113336,-4.3218552589762
"ARHGAP40",0.399824386266813,0.130178884011633,2.27928566819076,0.0333068322494235,0.999265045113336,-4.32234188715759
"LIMA1",0.475362286755446,0.0172732274453537,2.27920588211898,0.0333123683146029,0.999265045113336,-4.32236250941807
"STAG2",-0.463155637037085,0.163396544503433,-2.27909960017099,0.0333197441438834,0.999265045113336,-4.32238997976642
"INCA1",-0.634216057370318,0.215684559433385,-2.27782279777788,0.0334084697966589,0.999265045113336,-4.32271996513375
"OR51E2",0.618968256924148,0.0223758344312399,2.27740919743613,0.0334372575524121,0.999265045113336,-4.32282684863524
"ZNF550",-0.452344423344479,-0.0207956414408108,-2.2762003757342,0.03352152549145,0.999265045113336,-4.32313920645551
"PBX4",-0.677951262578462,0.126081372125299,-2.27254574395437,0.0337774791674054,0.999265045113336,-4.32408329860275
"PNCK",-0.647532061770872,0.100897123032299,-2.27250109655071,0.0337806171206686,0.999265045113336,-4.32409482983685
"ZNF789",-0.599092157606433,0.0615949332212173,-2.27184600689697,0.0338266895347733,0.999265045113336,-4.32426401528734
"DPH6",-0.624820398029186,0.0171914992091155,-2.27134243156451,0.0338621451242962,0.999265045113336,-4.32439406159627
"CCDC114",-0.540373558786408,0.0327608403877486,-2.27033894992751,0.0339328996151529,0.999265045113336,-4.3246531843969
