"","gene_symbol","pearson","P_value"
"1","A1BG",-0.393470408621603,0.334852187889498
"2","A2M",-0.254737577058783,0.542627587138529
"3","A2ML1",0.640400423025615,0.087153203176953
"4","A4GALT",0.314129013654336,0.448607728462194
"5","AAAS",0.423977918552726,0.295170348814333
"6","AACS",0.837182493613532,0.00951578400712583
"7","AADAT",0.656019811783048,0.0773069537516729
"8","AAED1",0.0695537419539047,0.870006725582588
"9","AAGAB",-0.503048349991728,0.203829269629588
"10","AAK1",0.168382687511143,0.690199337265651
"11","AAMDC",-0.591842076753923,0.122201168840973
"12","AAMP",-0.392317806641079,0.336397604798681
"13","AAR2",-0.409975896233973,0.313087920445684
"14","AARD",-0.0240530193096478,0.954917980550187
"15","AARS",-0.22124683971434,0.598500961796918
"16","AARS2",-0.271271283844191,0.51576839734776
"17","AARSD1",0.0537411382083187,0.899429210654267
"18","AASDH",0.598515601128301,0.116983191608699
"19","AASDHPPT",0.513104800837063,0.193451959349212
"20","AASS",-0.474580623907025,0.234743869065558
"21","AATF",0.367565793790133,0.370372952185019
"22","AATK",-0.478045326031896,0.230860870667991
"23","ABAT",-0.610736638720286,0.107760119284655
"24","ABCA1",0.747418276621777,0.0330392545830284
"25","ABCA10",0.125097192043976,0.767878381790946
"26","ABCA12",0.532979865607952,0.17378742213643
"27","ABCA13",-0.444200204617264,0.27019794149085
"28","ABCA2",-0.347203752769912,0.399420282355557
"29","ABCA3",0.0130271115373575,0.975576929194557
"30","ABCA4",0.847206382995884,0.0079270538694336
"31","ABCA5",0.33418980644535,0.418485052939453
"32","ABCA6",0.00986790950394532,0.981498870762494
"33","ABCA7",-0.481733879981407,0.226763487235704
"34","ABCB10",0.56045525699985,0.148465684581412
"35","ABCB6",-0.424049580999986,0.295079953586272
"36","ABCB7",-0.508313889492693,0.198360070830325
"37","ABCB8",-0.108506035929556,0.798142420233736
"38","ABCB9",-0.103935780010433,0.806519340946559
"39","ABCC1",0.356708714117171,0.385740467675848
"40","ABCC10",-0.0818228628600943,0.847265509943262
"41","ABCC11",0.266924298000203,0.522781286573997
"42","ABCC2",0.374409488152086,0.360830178189339
"43","ABCC3",0.0822933357994506,0.846395213009009
"44","ABCC4",0.449847496780445,0.263418338486373
"45","ABCC5",0.502962721409921,0.203918856483663
"46","ABCC6",-0.275126519102031,0.509578622630722
"47","ABCC9",0.33407030482339,0.418661880612647
"48","ABCD1",-0.418925939165218,0.301576612644319
"49","ABCD3",-0.732090366232623,0.0389314936456263
"50","ABCD4",0.127473334823644,0.763564089860163
"51","ABCE1",0.405456023881244,0.318979293236794
"52","ABCF1",-0.226354323097722,0.589859755113293
"53","ABCF2",0.627322362257954,0.0959287300213219
"54","ABCF3",0.74352792647919,0.0344790054805019
"55","ABCG1",-0.117173785904376,0.782301819096808
"56","ABCG2",-0.216568354859765,0.606452504555213
"57","ABHD1",-0.345677435229903,0.401636388511039
"58","ABHD10",0.765325210459781,0.0268902970923745
"59","ABHD11",0.535711057422358,0.171173291367223
"60","ABHD12",0.757970910492622,0.0293215757104911
"61","ABHD13",0.707450949725456,0.049664090799091
"62","ABHD14A",-0.390194309711865,0.339253459478426
"63","ABHD14B",-0.346635818941295,0.400244260151831
"64","ABHD15",-0.0776376849843168,0.8550132449979
"65","ABHD16A",-0.131240158491732,0.756735699620016
"66","ABHD16B",-0.547498445602655,0.160136502449204
"67","ABHD17A",-0.561421526582208,0.147614699346769
"68","ABHD17B",0.00311554180968904,0.994158396908374
"69","ABHD17C",0.515239471910274,0.191286014223273
"70","ABHD18",0.287701657624451,0.489587363754374
"71","ABHD2",-0.456044948523544,0.256077057338404
"72","ABHD3",0.191401392972737,0.649790925539934
"73","ABHD4",-0.0127682801161797,0.976062076654461
"74","ABHD5",0.0037904774759857,0.99289292280788
"75","ABHD6",0.3354417661609,0.416634429461454
"76","ABHD8",-0.0180963856590876,0.96607668389823
"77","ABI1",0.492805064583058,0.214692337026672
"78","ABI2",0.677940029127808,0.0646396125733861
"79","ABL1",-0.19220968445276,0.648384839921714
"80","ABL2",0.3785191610153,0.355153946637233
"81","ABLIM1",0.571975467974581,0.138495293267314
"82","ABLIM2",0.539251785366801,0.167816133924597
"83","ABLIM3",-0.665268955886884,0.0717992291858974
"84","ABR",0.587409923372253,0.125737604710437
"85","ABRACL",0.0293920411517446,0.944921654054214
"86","ABRAXAS1",0.700257634546631,0.053098193702268
"87","ABRAXAS2",0.397785950360372,0.329095357140492
"88","ABT1",0.267330760148012,0.522124054365435
"89","ABTB1",0.483105899439662,0.225249022737739
"90","ABTB2",-0.585406353166449,0.127354864116161
"91","ACAA1",-0.667502816206077,0.0705047422776736
"92","ACAA2",0.250386804178716,0.549777736976873
"93","ACACA",0.27626810703137,0.507751170418304
"94","ACACB",-0.373037549370816,0.362734177429282
"95","ACAD10",0.311222674129648,0.453043664660779
"96","ACAD11",0.334332875211131,0.41827339456269
"97","ACAD8",-0.508168582638061,0.198509947215963
"98","ACAD9",0.300630744095222,0.469359809043308
"99","ACADL",0.380470552231947,0.352473072982434
"100","ACADM",0.364544922886891,0.374620831606276
"101","ACADS",0.388715966976966,0.34124826473113
"102","ACADSB",0.511066865338789,0.195531806090472
"103","ACADVL",0.491879317504274,0.215688596742368
"104","ACAP2",-0.448949788502261,0.264490318583001
"105","ACAP3",-0.307953714399559,0.45805433798285
"106","ACAT1",-0.0307716714660582,0.942339527611536
"107","ACAT2",-0.481112717581909,0.227450857529723
"108","ACBD3",-0.0990176974244025,0.815551772240898
"109","ACBD4",-0.519892510860374,0.186609649374032
"110","ACBD5",0.82294181391247,0.012099268151865
"111","ACBD6",0.32736129186391,0.42864000506387
"112","ACBD7",-0.517053141349001,0.189455935955596
"113","ACCS",0.174002155006587,0.680271419819982
"114","ACD",-0.36523917411089,0.37364267226693
"115","ACE",0.555563486132559,0.152815125052314
"116","ACE2",-0.00880922329258143,0.983483560827768
"117","ACER2",0.173932338738121,0.680394521619481
"118","ACER3",-0.47673132373807,0.232329610488677
"119","ACHE",-0.134529986280077,0.750783209241793
