"","gene_symbol","pearson","P_value"
"1","A1BG",-0.22425585805159,0.593405051857332
"2","A1CF",0.325347817858427,0.431653906674797
"3","A2M",-0.170927090988446,0.685699264407227
"4","A2ML1",0.53179886221716,0.174924419366942
"5","A3GALT2",-0.38659003138807,0.34412637926749
"6","A4GALT",0.481042650497873,0.227528460025315
"7","A4GNT",0.378011865037251,0.355852401541734
"8","AAAS",0.35888011460773,0.382644780130982
"9","AACS",0.068436840620383,0.872081024454398
"10","AADAC",0.410312782405656,0.312650898656468
"11","AADACL3",-0.167704355930525,0.691400391288686
"12","AADACL4",0.426309643189088,0.29223598406194
"13","AADAT",0.551504915746395,0.156476061444132
"14","AAED1",-0.173066642281905,0.681921450893253
"15","AAGAB",-0.548443183855903,0.159269198651424
"16","AAK1",0.641804007187776,0.0862402412932739
"17","AAMDC",-0.466678501753855,0.243723706228996
"18","AAMP",-0.119412569219523,0.778220761449501
"19","AANAT",0.180544460435738,0.668763551958572
"20","AAR2",-0.463208390665256,0.24772117653009
"21","AARD",-0.502258947502828,0.204655945757505
"22","AARS",-0.2750282862264,0.509735989934102
"23","AARS2",-0.300030160724381,0.470291920751561
"24","AARSD1",-0.0191852942231141,0.964036399403256
"25","AASDH",0.5771585599724,0.134134406944136
"26","AASDHPPT",0.0399214349701138,0.925226800941754
"27","AASS",-0.437355363615301,0.278529481727474
"28","AATF",0.306028115079403,0.461016371408631
"29","AATK",-0.445439087148589,0.268703335265238
"30","ABAT",-0.536972888995074,0.169972758684623
"31","ABCA1",0.882266412916471,0.00372805495256306
"32","ABCA10",0.28907284845523,0.487426241539825
"33","ABCA12",0.881657853906522,0.00378436283015122
"34","ABCA13",-0.722834392373588,0.0427783852342718
"35","ABCA2",-0.298658664707113,0.472423264249518
"36","ABCA3",-0.0343399436642699,0.935663206161239
"37","ABCA4",0.838241770087461,0.00933912382103738
"38","ABCA5",0.452001734277837,0.260854750114899
"39","ABCA6",0.155200306595589,0.713638571457605
"40","ABCA7",-0.61955495115513,0.10137153456683
"41","ABCA8",-0.19719482657772,0.63973298104776
"42","ABCA9",-0.264685074829499,0.52640751313707
"43","ABCB1",0.150455757215243,0.722123864881593
"44","ABCB10",0.391099378549495,0.338034877705516
"45","ABCB11",-0.00808038088094974,0.984849945321195
"46","ABCB4",0.12518971859936,0.767710285878604
"47","ABCB5",0.3595447462297,0.381699446564853
"48","ABCB6",-0.578574242524055,0.132956780771013
"49","ABCB7",-0.268271707912407,0.520603762212199
"50","ABCB8",-0.218017979344461,0.603985072157195
"51","ABCB9",-0.051350336823829,0.903887238940224
"52","ABCC1",0.365371987852806,0.373455675811774
"53","ABCC10",-0.193167745363953,0.646719393765624
"54","ABCC11",0.146587286120054,0.729060761092243
"55","ABCC12",0.165610314026087,0.695111641185627
"56","ABCC2",0.461283189747649,0.249953132246248
"57","ABCC3",0.320355318873905,0.439165078532549
"58","ABCC4",0.147412058971748,0.727580424192351
