"","gene_symbol","pearson","P_value"
"1","A1BG",-0.0557972797810174,0.795667029155823
"2","A1CF",0.0618950195216292,0.773874431131101
"3","A2M",0.257726902972296,0.224035402069218
"4","A2ML1",-0.0200499548203645,0.925911702162877
"5","A3GALT2",0.383540567937497,0.0642944258894576
"6","A4GALT",0.103487640567906,0.630363907178436
"7","A4GNT",0.175768692854574,0.411336370330741
"8","AAAS",-0.205740476557597,0.334803584195622
"9","AACS",0.211289393797358,0.321640079787642
"10","AADAC",0.146657807435106,0.494082015969305
"11","AADACL3",-0.0183531607809823,0.932166949530004
"12","AADACL4",-0.0233431833466247,0.91378365090991
"13","AADAT",-0.0627899415636607,0.770689568121398
"14","AAED1",0.258541887813727,0.222522223251294
"15","AAGAB",0.563185091382885,0.00416384215057273
"16","AAK1",0.13669573027931,0.524176368691324
"17","AAMDC",-0.123402518369212,0.565645360822826
"18","AAMP",0.30394024407142,0.148759032151557
"19","AANAT",0.0104457802898019,0.96136322417194
"20","AAR2",0.472172113893794,0.019823159722874
"21","AARD",0.435777753594886,0.0332866434768992
"22","AARS",-0.0338267972938909,0.875312103701897
"23","AARS2",0.0444008906497638,0.836784469997656
"24","AARSD1",-0.463418052806212,0.0225648229626569
"25","AASDH",0.285096228783184,0.176905948744189
"26","AASDHPPT",0.254826553913884,0.229475865867752
"27","AASS",-0.0208022749637735,0.923139607535831
"28","AATF",-0.334694933962972,0.109902386060434
"29","AATK",0.315605410858701,0.133017798471553
"30","ABAT",0.0679715060230757,0.752321413772545
"31","ABCA1",-0.073305476556373,0.73354837946557
"32","ABCA10",-0.343458729317811,0.100341086807428
"33","ABCA12",-0.721505135085535,6.92039102717852e-05
"34","ABCA13",-0.30645090919999,0.145264487953758
"35","ABCA2",0.286467703328499,0.174741299418947
"36","ABCA3",-0.222082342023576,0.296951433801246
"37","ABCA4",-0.207660305300056,0.330213220618334
"38","ABCA5",-0.230565607656091,0.278398021205365
"39","ABCA6",-0.200925147999946,0.346484282138295
"40","ABCA7",-0.0931113344745277,0.665202391024705
"41","ABCA8",0.227619247346365,0.284756779613558
"42","ABCA9",-0.109197766324191,0.61150741333892
"43","ABCB1",0.0273485571046344,0.899058343272843
"44","ABCB10",-0.256924436403668,0.225532006081691
"45","ABCB11",0.110409437838427,0.607536210797103
"46","ABCB4",-0.153978203330284,0.472530181356264
"47","ABCB5",0.144620898421537,0.500164489392231
"48","ABCB6",0.01838104894618,0.932064107051952
"49","ABCB7",-0.354791919259633,0.0889084581429547
"50","ABCB8",0.500833912362877,0.0126726238241165
"51","ABCB9",0.261622880602448,0.216863312896925
"52","ABCC1",-0.181174531262495,0.396865536990412
"53","ABCC10",0.0510203776798568,0.812844153219137
"54","ABCC11",0.49582404523242,0.013740118839802
"55","ABCC12",0.177690176364719,0.406159752929545
"56","ABCC2",-0.363098008134926,0.0811703643512969
"57","ABCC3",-0.259529773331799,0.220697161199061
"58","ABCC4",0.299012135867221,0.155791055618598
"59","ABCC5",0.0988007949716036,0.646011020667811
"60","ABCC6",0.414308357642176,0.044132771570754
"61","ABCC8",0.182949839028784,0.39217635330467
"62","ABCC9",0.149189348040963,0.486574147475737
"63","ABCD1",-0.238604765086103,0.261508827872625
"64","ABCD2",0.116317071551136,0.588329730101146
"65","ABCD3",0.116855856877705,0.586591138036016
"66","ABCD4",0.117267660431403,0.585263795254274
"67","ABCE1",0.268422258481246,0.204717786168369
"68","ABCF1",-0.172036874004955,0.42149345608381
"69","ABCF2",0.107471307402539,0.617184185230926
"70","ABCF3",-0.339094644592241,0.105022057432009
"71","ABCG1",0.557588397399991,0.00464170079365771
"72","ABCG2",0.338989415666584,0.105136881677833
"73","ABCG4",0.121376473424167,0.572091801274546
"74","ABCG5",-0.0590080077730434,0.784172689695723
"75","ABCG8",0.153164331746485,0.474902221069351
"76","ABHD1",0.360586384950011,0.0834545196128367
"77","ABHD10",0.401578212950512,0.0517661784315494
"78","ABHD11",0.121719327594398,0.570998634418195
"79","ABHD12",0.0907963791938637,0.673070691382828
"80","ABHD12B",0.303451865816531,0.149445667885177
"81","ABHD13",0.312623137077891,0.136922770105646
"82","ABHD14A",0.404175781192796,0.0501307704614616
"83","ABHD14A-ACY1",-0.224461534594964,0.291672241325386
"84","ABHD14B",0.564371252464931,0.0040680803025073
"85","ABHD15",0.431658609959344,0.0351834059749023
"86","ABHD16A",-0.0819882963003079,0.703307721866284
"87","ABHD16B",0.354085223944456,0.0895914560018013
"88","ABHD17A",0.430802816672925,0.03558802440504
"89","ABHD17B",-0.189496278386734,0.375157322617998
"90","ABHD17C",0.41765563067177,0.0422802540907158
"91","ABHD18",0.401840621540854,0.0515991087537462
"92","ABHD2",0.352589463348668,0.0910500013896891
"93","ABHD3",0.384347692806283,0.0636883237403037
"94","ABHD4",0.255713203143435,0.227803504507453
"95","ABHD5",-0.394629808489362,0.0563450868258109
"96","ABHD6",0.370611822112535,0.0746183108869388
"97","ABHD8",0.18091469477407,0.397554480370456
"98","ABI1",-0.235398066889517,0.268164862741392
"99","ABI2",0.651094323936367,0.000569415417941084
