"","gene_symbol","pearson","P_value"
"72","ABCG2",0.00844791425066761,0.962784929303215
"73","ABCG4",0.0790862027912373,0.661760119661372
"74","ABCG5",-0.163330880403524,0.36376921057526
"75","ABCG8",0.0586294945321643,0.745867430238715
"76","ABHD1",0.0698658104112838,0.699240526382093
"77","ABHD10",-0.118624451253756,0.510860837603749
"78","ABHD11",0.0413516729125237,0.819268903103975
"79","ABHD12",0.278882366172223,0.116031907409899
"80","ABHD12B",0.146319530593138,0.416494134190972
"81","ABHD13",-0.148939777303613,0.408105404177237
"82","ABHD14A",-0.0175420953369755,0.922811075620047
"83","ABHD14A-ACY1",0.145647754762514,0.418660292669628
"84","ABHD14B",-0.147107673670989,0.413960779622147
"85","ABHD15",0.068845949209827,0.70343131038023
"86","ABHD16A",0.277783867629114,0.117535538618262
"87","ABHD16B",0.0985629670783255,0.585271448098177
"88","ABHD17A",-0.0223241464046183,0.901859393978938
"89","ABHD17B",0.179781938868071,0.316761881616982
"90","ABHD17C",0.07389646447061,0.682764002313749
"91","ABHD18",0.0495319590676571,0.784287488514021
"92","ABHD2",-0.0426695480694065,0.813608221532684
"93","ABHD3",-0.000159541687624099,0.999296938577603
"94","ABHD4",0.118016488365106,0.51304463858572
"95","ABHD5",0.274952788151119,0.121477694662203
"96","ABHD6",0.00183150853768478,0.991929117094296
"97","ABHD8",-0.0206866344540299,0.909027248488995
"98","ABI1",0.235128104981479,0.187777369345948
"99","ABI2",-0.147301734807775,0.41333833520829
"100","ABI3",-0.066669049413959,0.712405134608761
"101","ABI3BP",0.188570549533363,0.293280631562539
"102","ABL1",0.219562668565309,0.219557119084512
"103","ABL2",0.0274383733680032,0.879524395320028
"104","ABLIM1",0.0838893210171596,0.64254347771901
"105","ABLIM2",-0.0848269497159119,0.638818049382539
"106","ABLIM3",0.280921856349551,0.113278413787052
"107","ABO",0.0673962438889752,0.709403141419429
"108","ABR",0.0706675108213699,0.695952299480455
"109","ABRA",0.277476718450344,0.117958554906224
"110","ABRACL",-0.175485431122931,0.328655904183144
"111","ABRAXAS1",-0.11936843252953,0.508194756840904
"112","ABRAXAS2",-0.11590008469821,0.520682638969753
"113","ABT1",-0.0743275582409931,0.681010092972234
"114","ABTB1",-0.0817645503447016,0.651017297549174
"115","ABTB2",0.0872801337988787,0.62911204241753
"116","ACAA1",0.279300452987287,0.115463419031551
"117","ACAA2",0.293101549337447,0.0978430368104432
"118","ACACA",0.309339855385739,0.0798154769581837
"119","ACACB",-0.0422313223183566,0.815489524637542
"120","ACAD10",0.0370085048860428,0.837986152743615
"121","ACAD11",0.0896796586667198,0.619676896447881
"122","ACAD8",0.38531014320694,0.0268024468836125
"123","ACAD9",0.0551459995547686,0.760513332401681
"124","ACADL",-0.112668390033861,0.532452087736973
"125","ACADM",0.041307218081749,0.819460008254182
"126","ACADS",-0.137144607108746,0.44661824233948
"127","ACADSB",-0.342925086098219,0.0507370959186517
"128","ACADVL",0.165170443626873,0.358316528773591
"129","ACAN",-0.00159419891558354,0.992974838463856
"130","ACAP1",-0.41477901479907,0.0163911060734713
"131","ACAP2",0.00231004739819997,0.989820444140871
"132","ACAP3",0.0290902516849977,0.872328860627542
"133","ACAT1",-0.04521004618106,0.802722308189157
"134","ACAT2",-0.103109525584005,0.567995736899963
"135","ACBD3",-0.0385722595461834,0.831236415281125
"136","ACBD4",0.282337717871565,0.1113958503925
"137","ACBD5",0.291023462825753,0.100356797193163
"138","ACBD6",-0.168438287936785,0.348751591234575
"139","ACBD7",-0.0123169699358699,0.945761876921525
"140","ACCS",0.0349676690625201,0.84681215328731
"141","ACCSL",0.0725202525061954,0.688374002296086
"142","ACD",0.0671959779047203,0.710229450779287
"143","ACE",-0.00128040902263783,0.994357592804258
"144","ACE2",0.333209634510653,0.0581068285215347
"145","ACER1",0.193789535288114,0.279876768322426
"146","ACER2",-0.0255385326437554,0.887811723129189
"147","ACER3",0.296902492676967,0.093369312502159
"148","ACHE",0.285207113115072,0.107652740049433
"149","ACIN1",-0.0625047335410827,0.729676668371402
"150","ACKR1",0.117452117466457,0.515075986263679
"151","ACKR2",0.339389653193339,0.0533275237139515
"152","ACKR3",0.29264518085365,0.0983909429181636
"153","ACKR4",-0.110130807652298,0.541782477139373
"154","ACLY",0.10772307493714,0.550706505207257
"155","ACMSD",-0.318901736492717,0.0704706997073705
"156","ACO1",0.117811776392046,0.513781002288069
"157","ACO2",-0.0257032568513882,0.887092702290131
"158","ACOT1",0.379200111290304,0.0295283309324599
"159","ACOT11",-0.0459921034771275,0.79937844218462
"160","ACOT12",0.107319137764729,0.552210365193964
"161","ACOT13",-0.133316168936612,0.459527791901166
"162","ACOT2",0.414757536603568,0.0163972339208949
"163","ACOT4",0.0391459985001556,0.828762886054821
"164","ACOT6",0.196474646953191,0.273137398324344
"165","ACOT7",0.119051746351932,0.509328763116027
"166","ACOT8",-0.263565095098162,0.138331019796968
"167","ACOT9",0.129000595999022,0.474314818175598
"168","ACOX1",0.411333022801924,0.0173990354352599
"169","ACOX2",-0.413965062581674,0.0166246718684532
"170","ACOX3",0.182936690169047,0.308201834025116
"171","ACOXL",-0.331218609407422,0.0597166017207382
"172","ACP1",-0.276408829617428,0.119438124919724
"173","ACP2",0.0626345323874448,0.729136302358012
"174","ACP5",-0.0687445935983682,0.703848268591107
"175","ACP6",0.0475799513515301,0.792600039300309
"176","ACP7",0.0803589363592076,0.656646779117536
"177","ACPP",0.146276479793559,0.416632763780804
"178","ACR",-0.179368375208618,0.317894922522776
"179","ACRBP",0.0673647029431413,0.709533259707308
"180","ACRV1",0.239625460667284,0.179229516135697
"181","ACSBG1",0.164466890849274,0.360396142702796
"182","ACSBG2",0.0149031777165589,0.934395750456107
"183","ACSF2",0.205118843045532,0.252163118634545
"184","ACSF3",0.335919315986497,0.0559712862391514
"185","ACSL1",0.0950313477825418,0.598848531157294
"186","ACSL3",0.1182228644271,0.512302818445824
"187","ACSL4",-0.00204515030451441,0.990987701002381
"188","ACSL5",0.0113665255527873,0.949941742036133
"189","ACSL6",0.0823633684077898,0.648624744871473
"190","ACSM1",0.234447724359357,0.189095010007439
"191","ACSM3",-0.0850922931646434,0.637765341007186
"192","ACSM4",-0.0542508941961047,0.764290130246042
"193","ACSM5",0.168577052115053,0.348348875292481
"194","ACSS1",-0.037922429279515,0.834039912292915
"195","ACSS2",0.1556164683477,0.387167795353834
"196","ACSS3",-0.0889607914710259,0.622497394749246
"197","ACTA1",0.2358225681571,0.186439112621679
"198","ACTA2",0.294318199694961,0.0963936755666281
"199","ACTB",0.418200609327608,0.0154390119299937
"200","ACTBL2",0.162832828730585,0.365253934957249
"201","ACTC1",0.148699145035456,0.40887177383138
"202","ACTG1",0.271175201657768,0.126889798152939
"203","ACTG2",0.039324008583178,0.827995767774841
"204","ACTL10",-0.0368739868116273,0.838567318877583
"205","ACTL6A",-0.291103268864505,0.100259365091923
"206","ACTL6B",-0.137019591364248,0.447036672239586
"207","ACTL7B",0.112924469239131,0.531514830084102
"208","ACTL8",-0.131972817648242,0.464104194558805
"209","ACTN1",0.249617971995021,0.161229995782755
"210","ACTN2",0.150967129726115,0.401681033270828
"211","ACTN3",0.183959668769113,0.305457644412069
"212","ACTN4",0.286876798077129,0.105518666274533
"213","ACTR10",0.175802614382988,0.327768557057959
"214","ACTR1A",0.192064929775273,0.284261523538296
"215","ACTR1B",-0.181376150905671,0.312417819001162
"216","ACTR2",-0.0195902832318758,0.913830261884965
"217","ACTR3",0.145031357915282,0.420653412877748
"218","ACTR3B",0.0165791044559359,0.927036863138827
"219","ACTR3C",0.254850152197909,0.152340913858617
"220","ACTR5",0.160522293279018,0.372188720116295
"221","ACTR6",0.0911127586942182,0.614069962731336
"222","ACTR8",-0.0472331008420751,0.794079464937062
"223","ACTRT1",0.0783876533997074,0.664573021510072
"224","ACTRT3",-0.0147791117111564,0.934940735701621
"225","ACVR1",0.112904168253394,0.531589103279019
"226","ACVR1B",-0.0917592194185805,0.611547694812914
"227","ACVR1C",-0.203440584016192,0.256149249171849
"228","ACVR2A",0.139751389598821,0.437941728268566
"229","ACVR2B",-0.0353415025467574,0.845194035969917
"230","ACVRL1",0.0481650220595951,0.790106140431327
"231","ACY1",0.151378170201396,0.400385581666181
"232","ACY3",0.107714670564948,0.550737775195725
"233","ACYP1",-0.0679141359692682,0.707267796199091
"234","ACYP2",-0.1239122915304,0.492063639587785
"235","ADA",-0.181840119514415,0.311160596975446
"236","ADA2",0.232028137577348,0.193833291004275
"237","ADAD1",0.0078211471484106,0.965544289654514
"238","ADAD2",0.145910473371615,0.417812400301488
"239","ADAL",0.114600295945815,0.525400951558377
"240","ADAM10",0.0839361530864586,0.642357198515095
"241","ADAM11",-0.0225697090872339,0.900785138178685
"242","ADAM12",0.00304739359198598,0.986571478554812
"243","ADAM15",0.0643553892417043,0.721984375835698
"244","ADAM17",0.0301419534628315,0.867752867783546
"245","ADAM18",0.0330549567794173,0.855100696753504
"246","ADAM19",0.102497352370318,0.570308260349438
"247","ADAM2",-0.0404406973212203,0.823187083937039
"248","ADAM20",0.198615392150493,0.267840568947899
"249","ADAM21",0.0910035130364791,0.614496631939127
"250","ADAM22",-0.135319180018373,0.452748980763388
"251","ADAM23",-0.0930606304427936,0.606483319602171
"252","ADAM28",0.324962551176467,0.0650044506814358
"253","ADAM29",0.148912382582802,0.40819261028158
"254","ADAM30",0.0710778734652536,0.694271265949992
"255","ADAM32",0.212680839886211,0.234713782976579
"256","ADAM33",-0.0198915713433964,0.912510041186416
"257","ADAM7",-0.113714363463057,0.528628811667158
"258","ADAM8",-0.000680863100300979,0.996999608232669
"259","ADAM9",0.39278510604394,0.0237519882085028
"260","ADAMDEC1",-0.0727421310394714,0.687468422870364
"261","ADAMTS1",0.09770222083988,0.588567980532997
"262","ADAMTS10",0.114692066065907,0.525067139555153
"263","ADAMTS12",0.00275654523446543,0.987853020068824
"264","ADAMTS13",0.129387886289955,0.472977730336039
"265","ADAMTS14",0.0504585595414582,0.780349709474796
"266","ADAMTS15",0.123504152843103,0.493501809288673
"267","ADAMTS16",0.208477319290693,0.24431023758053
"268","ADAMTS17",0.310541337144765,0.078591311700176
"269","ADAMTS18",0.133264396802717,0.459703717991202
"270","ADAMTS19",0.288935269868268,0.102931769700765
"271","ADAMTS2",0.388397127493635,0.0255058647488635
"272","ADAMTS20",-0.225987557027968,0.206022477088666
"273","ADAMTS3",0.143970521163672,0.424096000103336
"274","ADAMTS4",0.256797189671099,0.149125322621128
"275","ADAMTS5",-0.0102819968479711,0.954712877150005
"276","ADAMTS6",-0.0577651369426725,0.749493595847723
"277","ADAMTS7",0.0952012089768881,0.598192413162098
"278","ADAMTS8",0.177483164001113,0.323091770497276
"279","ADAMTS9",0.274312955847333,0.12238209114337
"280","ADAMTSL1",-0.0537115936180158,0.766568231440471
"281","ADAMTSL2",0.010889911277501,0.952038296662114
"282","ADAMTSL3",0.236776439552147,0.184611907100215
"283","ADAMTSL4",0.216047359461305,0.227213621001744
"284","ADAMTSL5",0.115698173029566,0.521414226699774
"285","ADAP1",0.122355413518502,0.497561109765168
"286","ADAP2",-0.195543245271502,0.275463068055272
"287","ADAR",0.165627657252297,0.356968917839729
"288","ADARB1",-0.0418705602685953,0.817039035827863
"289","ADARB2",0.034503813114213,0.848820781071344
"290","ADAT1",0.0851034568039549,0.637721066228268
"291","ADAT2",-0.317159796467682,0.0721062569100989
"292","ADAT3",-0.226047910327612,0.205898133696277
"293","ADCK1",0.180464334343151,0.314897835663132
"294","ADCK2",0.0941973356190198,0.602074536229238
"295","ADCK5",-0.052242692343461,0.77278281559521
"296","ADCY1",-0.0448871706260514,0.804103842685919
"297","ADCY10",0.183056289970968,0.307880203998388
"298","ADCY2",0.140753456231874,0.434631110986918
"299","ADCY3",-0.112904567907609,0.531587641055686
"300","ADCY4",-0.27977110429,0.114825950235974
"301","ADCY5",0.272463816785571,0.12502393830738
"302","ADCY6",-0.147031064242368,0.414206646810772
"303","ADCY7",-0.108079545886319,0.549380955829478
"304","ADCY8",0.061254430697576,0.734888310313271
"305","ADCY9",0.102393050474325,0.570702692325746
"306","ADCYAP1",0.0836973968167584,0.643307098462778
"307","ADCYAP1R1",-0.00404621431745448,0.982170726066667
"308","ADD1",0.182839793881799,0.308462564209128
"309","ADD2",-0.275351696109148,0.12091636226051
"310","ADD3",-0.238773019277712,0.180828186894396
"311","ADGB",-0.000819077363702259,0.996390536489234
"312","ADGRA1",0.0726945148956735,0.68766272847507
"313","ADGRA2",-0.214619141178122,0.230375412372873
"314","ADGRA3",-0.141587695609982,0.431885473948972
"315","ADGRB1",0.0616190355277245,0.733367315776719
"316","ADGRB2",0.0962438235447632,0.594171951777377
"317","ADGRB3",-0.0945266484263802,0.600799846378937
"318","ADGRD1",0.00575583840951563,0.974639477631319
"319","ADGRE1",0.213214726627846,0.233513371142373
"320","ADGRE2",0.0956060350362034,0.59662995540685
"321","ADGRE3",0.0434990653073292,0.810049909782177
"322","ADGRE5",0.0556619924988922,0.758338614504904
"323","ADGRF1",0.400096343438982,0.0210510815137134
"324","ADGRF2",-0.000161021466948043,0.99929041755158
"325","ADGRF3",-0.221974067170987,0.214407950909337
"326","ADGRF4",0.278924858829339,0.115974033280214
"327","ADGRF5",0.248223920793348,0.163659946216422
"328","ADGRG1",-0.0252360258613248,0.889132392854989
"329","ADGRG2",0.142409021488931,0.429191696807681
"330","ADGRG3",0.0449145092951904,0.803986842147728
"331","ADGRG4",0.116580493160898,0.518221018271042
"332","ADGRG5",-0.0692929395834445,0.70159348751613
"333","ADGRG6",-0.0412910677559353,0.819529438789436
"334","ADGRG7",0.0995383676061898,0.581545696044673
"335","ADGRL1",-0.153691796371761,0.393138522677474
"336","ADGRL2",-0.00351451139820945,0.98451332553743
"337","ADGRL3",0.0759296710798061,0.674506300591151
"338","ADGRL4",-0.0764091225313258,0.672564422674905
"339","ADGRV1",-0.00259184257375175,0.988578749452183
"340","ADH1C",0.18814643326805,0.294387571493635
"341","ADH4",0.0228597229796195,0.899516645597798
"342","ADH5",0.017651985477602,0.922328986228656
"343","ADH6",-0.113680747872125,0.528751477464479
"344","ADH7",-0.0529642043058701,0.769728506749451
"345","ADHFE1",0.0781041765524529,0.665715804163059
"346","ADI1",-0.117915614679496,0.513407423165663
"347","ADIG",-0.0526860072088722,0.77090577288741
"348","ADIPOQ",0.155438644637037,0.387717225831347
"349","ADIPOR1",-0.00326771249251651,0.985600727021044
"350","ADIPOR2",0.0501659522465847,0.781592630724861
"351","ADIRF",-0.043849894301539,0.808546105577337
"352","ADK",0.159476338519879,0.375353356200479
"353","ADM",-0.115744410793038,0.521246648758547
"354","ADM2",-0.0544633532018533,0.763393196846311
"355","ADM5",-0.20610147342531,0.249848401921732
"356","ADNP",0.0833602757865292,0.644649289934664
"357","ADNP2",0.0783497788058459,0.664725662862517
"358","ADO",-0.0799293788387429,0.658370877406287
"359","ADORA1",-0.052688244908689,0.770896301450787
"360","ADORA2A",0.117588197607408,0.514585828146636
"361","ADORA2B",0.0199519654399775,0.912245426532703
"362","ADORA3",0.0851907857277787,0.637374763806414
"363","ADPGK",-0.108053564325906,0.549477518586813
"364","ADPRH",0.0532287587320953,0.768609441079245
"365","ADPRHL1",-0.0564564717766533,0.754993737047146
"366","ADPRHL2",-0.0823186003981673,0.648803494768634
"367","ADPRM",-0.126393643049782,0.483366246298125
"368","ADRA1A",0.264007219394712,0.137646338531602
"369","ADRA1B",0.19624599483602,0.273707146922789
"370","ADRA1D",0.0402392801888455,0.824053965050626
"371","ADRA2A",0.0348705627960381,0.847232573090426
"372","ADRA2B",0.0281700259880803,0.876336135825276
"373","ADRA2C",0.190756728685112,0.287616897257125
"374","ADRB1",0.0377576449402598,0.834751145029013
"375","ADRB2",0.0458642426726131,0.799924903083474
"376","ADRB3",0.222338859384248,0.213636264156756
"377","ADRM1",0.269014962659328,0.130063824404105
"378","ADSL",-0.0676890307250918,0.708195670380534
"379","ADSS",-0.0935456864962654,0.604600320098086
"380","ADSSL1",0.203296204286183,0.256494106376842
"381","ADTRP",-0.0195943715617035,0.913812345625803
"382","AEBP1",-0.0373697721279005,0.836425765815725
"383","AEBP2",-0.0676138730190071,0.708505559026795
"384","AEN",-0.0630391926322838,0.727452481847919
"385","AES",-0.0678491366452353,0.707535678254869
"386","AFAP1",-0.0946220216076034,0.600430896562755
"387","AFAP1L1",0.121920063277011,0.499103910417808
"388","AFAP1L2",0.186558730916355,0.298555067434584
"389","AFDN",-0.00376874581292149,0.983393191656332
"390","AFF1",-0.0382067589109609,0.832813008789403
"391","AFF2",-0.0228205549193569,0.899687948703788
"392","AFF3",-0.023709755747283,0.895800101759081
"393","AFF4",0.259674072780734,0.144464625108204
"394","AFG1L",-0.0572974832815607,0.751457705702321
"395","AFG3L2",0.109780959900388,0.543074881240365
"396","AFMID",0.135766919389308,0.45124107051451
"397","AFP",0.17775378527756,0.32234254692674
"398","AFTPH",0.117213960941135,0.515934376019729
"399","AGA",0.195952347088529,0.274439981535378
"400","AGAP1",0.111030399144431,0.538465930868101
"401","AGAP11",0.145740323920596,0.418361427187026
"402","AGAP2",-0.112077344039485,0.534618365607571
"403","AGAP3",0.0173221475209251,0.92377607019331
"404","AGAP4",0.0362038457928529,0.841463809052046
"405","AGAP5",0.133778739507536,0.457957529770496
"406","AGAP6",0.088792246537703,0.623159451122986
"407","AGAP9",0.107418572619998,0.551839990999146
"408","AGBL1",-0.0197360532943439,0.913191480545674
"409","AGBL2",-0.0387082381839218,0.830650033412338
"410","AGBL3",0.0754957072754248,0.676265723163859
"411","AGBL4",-0.047953910170689,0.791005783223546
"412","AGBL5",-0.142443949331924,0.429077347000677
"413","AGER",0.0875381516173088,0.628094691762015
"414","AGFG1",0.154183821633891,0.391607137229615
"415","AGFG2",0.13059083364783,0.468837260149332
"416","AGGF1",0.123439920553848,0.493728341081504
"417","AGK",0.160785247044215,0.371395608948378
"418","AGL",0.167048317455202,0.35280100733988
"419","AGMAT",0.0504701051595371,0.780300677550578
"420","AGMO",-0.132693362078896,0.461646518406358
"421","AGO1",-0.0630712667738973,0.72731907240547
"422","AGO2",0.0177743366809709,0.921792261925478
"423","AGO3",-0.00129834305787696,0.994278563767305
"424","AGO4",-0.275586460644241,0.120586911032921
"425","AGPAT1",-0.11285830510053,0.531756916638897
"426","AGPAT2",-0.00775401645299751,0.965839858302784
"427","AGPAT3",-0.151363751291366,0.400430984441421
"428","AGPAT4",-0.233686859970771,0.190576175941331
"429","AGPAT5",-0.162203450305241,0.36713528917473
"430","AGPS",0.0471741198939171,0.79433110731269
"431","AGR2",0.126222564929775,0.483963334634483
"432","AGR3",-0.0694663900851438,0.700880783264182
"433","AGRN",0.471844536307438,0.00556804295214177
"434","AGRP",0.111453300031128,0.536910164576471
"435","AGT",-0.135228704275173,0.453054015942428
"436","AGTPBP1",0.0811716740892168,0.653389481771843
"437","AGTR1",0.173356585750012,0.334649788094554
"438","AGTR2",0.0788512449590321,0.662705738109439
"439","AGTRAP",0.0359487499760999,0.842566925127784
"440","AGXT",-0.0625335963692941,0.729556498389374
"441","AGXT2",0.203864085863078,0.255139463547571
"442","AHCTF1",-0.0889635622201254,0.622486513474169
"443","AHCY",0.191347402767566,0.286098759587758
"444","AHCYL1",0.308786508155409,0.0803842014049634
"445","AHCYL2",0.226142951842387,0.205702428696859
"446","AHDC1",-0.0174682244242017,0.923135163381189
"447","AHI1",0.0108420534820075,0.952248833583778
"448","AHNAK",0.160467395947444,0.372354425198176
"449","AHNAK2",0.0366281057108225,0.839629829225562
"450","AHR",0.176084687757172,0.326980675674571
"451","AHRR",0.00674918597471361,0.970264521880618
"452","AHSA1",-0.0824212348869128,0.648393723863787
"453","AHSA2",-0.0561811530726239,0.756152379244853
"454","AHSG",-0.0232161220159929,0.897958125316185
"455","AHSP",0.137935375512991,0.443976441525224
"456","AIDA",0.306777186348064,0.0824757025111362
"457","AIF1",0.0830179341356914,0.64601339410722
"458","AIF1L",-0.0158654243524048,0.930169896682962
"459","AIFM1",0.22257141765811,0.213145302534809
"460","AIFM2",-0.0399228239514663,0.825416375949819
"461","AIFM3",-0.10721224733402,0.552608639198962
"462","AIG1",-0.166407701986112,0.354676798236152
"463","AIMP1",-0.00656577775749457,0.971072238088777
"464","AIMP2",-0.230216470666354,0.197434896560765
"465","AIP",0.403558418106282,0.0198638304835874
"466","AIPL1",0.0831557256049811,0.645464209942755
"467","AIRE",0.0969104117652659,0.591607671745818
"468","AJAP1",0.126035469433104,0.484616761141127
"469","AJUBA",0.127172768021914,0.480651798224552
"470","AK1",-0.00460008924047309,0.97973059593857
"471","AK2",-0.0568504231763353,0.753336756508893
"472","AK3",0.0200209806277105,0.91194305019197
"473","AK4",-0.117552727693214,0.514713567900657
"474","AK5",-0.128857410484073,0.474809653725129
"475","AK6",-0.00111483480119672,0.995087223027356
"476","AK7",0.0519406217014963,0.774062540109341
"477","AK8",0.0793671717965346,0.660629996404506
"478","AK9",0.0856207353436362,0.635670899156503
"479","AKAIN1",-0.132095065978315,0.463686735547741
"480","AKAP1",-0.257762015952922,0.147550257743346
"481","AKAP10",0.0370995566872029,0.83759282409765
"482","AKAP11",0.0720876504092236,0.690140853863576
"483","AKAP12",-0.117352202218591,0.51543602582656
"484","AKAP13",0.1394583805352,0.438912367021896
"485","AKAP14",0.0361667387022441,0.841624253669106
"486","AKAP17A",-0.0109654833520306,0.951705845044271
"487","AKAP2",0.132689533099184,0.461659560230351
"488","AKAP3",0.000305198899715502,0.998655063102699
"489","AKAP4",0.0905180270009105,0.616394242455041
"490","AKAP5",-0.0278280094263844,0.877826277522833
"491","AKAP6",-0.0335510297446997,0.852949518180261
"492","AKAP7",-0.144113041130321,0.423632591172855
"493","AKAP8",-0.150765974174458,0.402315873509394
"494","AKAP8L",-0.0596970040272697,0.741396381495007
"495","AKAP9",0.226634824783227,0.204691640247856
"496","AKIP1",-0.221011032627208,0.216454340609203
"497","AKIRIN1",-0.0852873710963731,0.63699184264021
"498","AKIRIN2",-0.166703008337215,0.353811367047156
"499","AKNA",0.10507813660546,0.560588248079486
"500","AKNAD1",-0.0125627125218156,0.94468137645944
"501","AKR1A1",0.0823815505480489,0.648552152639708
"502","AKR1B1",-0.00683043975547654,0.969906695468314
"503","AKR1B10",0.14129955562863,0.432832714461043
"504","AKR1B15",0.201173763675847,0.261599016720819
"505","AKR1C1",0.177865950862116,0.322032329087212
"506","AKR1C2",0.234900684597024,0.188217078133099
"507","AKR1C3",0.159370467080236,0.375674558488665
"508","AKR1C4",-0.16857753867136,0.348347463722394
"509","AKR1D1",0.189544098617529,0.290749732989173
"510","AKR1E2",0.159599243676583,0.374980677852864
"511","AKR7A2",0.108922585959403,0.546252047920294
"512","AKR7A3",-0.194852725584268,0.277195532693959
"513","AKR7L",-0.0588107571637873,0.745107669997257
"514","AKT1",0.158565361678183,0.378122434682323
"515","AKT1S1",-0.0568351830535334,0.753400837250295
"516","AKT2",0.164688463479241,0.359740426326287
"517","AKT3",-0.14571469592283,0.418444156871563
"518","AKTIP",0.282253314333355,0.111507413256341
"519","ALAD",0.148028496871406,0.411011957519721
"520","ALAS1",0.04475836291317,0.804655153552687
"521","ALAS2",-0.0588796900939582,0.744818800224959
"522","ALB",-0.113281308115116,0.530210116341983
"523","ALCAM",0.0534696682650756,0.767590791897565
"524","ALDH16A1",0.255492892314719,0.151273911616451
"525","ALDH18A1",0.292075885953413,0.0990776868817407
"526","ALDH1A1",0.143046879649353,0.427106077117147
"527","ALDH1A2",-0.24059833126844,0.17741722864293
"528","ALDH1A3",0.144910382777627,0.421045206909309
"529","ALDH1B1",0.12143228128163,0.500835385062816
"530","ALDH1L1",-0.433096210084392,0.0118153916845566
"531","ALDH1L2",-0.0255584893776631,0.887724607341021
"532","ALDH2",-0.111299076715132,0.537477271778696
"533","ALDH3A1",-0.110508673706775,0.540388209346411
"534","ALDH3A2",-0.232021367392844,0.193846664229372
"535","ALDH3B1",0.02134474678546,0.906145626018062
"536","ALDH3B2",0.0164708931788692,0.927511839275809
"537","ALDH4A1",0.0931226460560118,0.606242434541897
